3 100000
0.3623052255 0.4507770396 0.4900604449
0.6379276282 0.9268827144 0.6613333545
0.7122440554 0.4996478622 0.3736008285
0.3318038739 0.4826942345 0.3698375916
0.7376605210 0.0085196897 0.2571272045
0.6046211045 0.1689877423 0.7806136448
0.4059351430 0.3692871015 0.6233249576
0.4888734212 0.2260020950 0.8378199382
0.0412577348 0.1603103002 0.4848691871
0.9554876401 0.0672929874 0.4259268463
0.7770193157 0.5921872508 0.6155263227
0.6816926467 0.7615837003 0.8517271031
0.5274620227 0.1341213184 0.1576231918
0.5759945274 0.4098747640 0.3051940456
0.0286431880 0.7679045229 0.2473080742
0.9879829312 0.8296220267 0.1081428574
0.0031365622 0.5235036708 0.8546676218
0.1816227122 0.2783808121 0.5615035888
0.2670817479 0.7203187573 0.0236334640
0.5390835508 0.8789589804 0.5400841230
0.3675017141 0.3003319886 0.8180218522
0.5290458780 0.4843275076 0.8591357622
0.5607747053 0.3340928638 0.3426030344
0.5375101092 0.3847264388 0.4964215511
0.9877756298 0.9947247286 0.3852014209
0.0118043002 0.3451769297 0.0033817632
0.7747110030 0.3342706443 0.5510175748
0.3170591879 0.9034598022 0.5486619101
0.5530916638 0.7441035263 0.4370889090
0.1279825390 0.9535076057 0.4485026869
0.7099271514 0.7784027182 0.6935969196
0.5495126675 0.3910945400 0.4904121011
0.9604908945 0.1094570500 0.5462151394
0.4899976380 0.7334898591 0.2294805796
0.2880501884 0.1422296142 0.8134109326
0.2714821980 0.8779793185 0.3960843712
0.2163252440 0.0218661903 0.5233207831
0.2325199583 0.6954074194 0.2200936260
0.0675308706 0.2475614557 0.9936928121
0.7230112462 0.9423160675 0.4248388103
0.1577711027 0.1329408604 0.0258725431
0.6394445547 0.7761456983 0.8103147882
0.2331668758 0.8742988248 0.6386785933
0.9215062628 0.4773832327 0.2154530998
0.0452189286 0.3357194310 0.9630892212
0.1261742135 0.1001796513 0.7589064546
0.2496749014 0.8189990227 0.5604234602
0.6066128755 0.0592198128 0.6063414417
0.6619892299 0.7241663378 0.4130533563
0.1023107005 0.4165157905 0.7495601450
0.5772852294 0.7694005722 0.4732842879
0.6188287213 0.3433176060 0.1350455068
0.4804119431 0.4771641552 0.3833783849
0.6134350022 0.2345409506 0.8896821814
0.1787429271 0.5040613543 0.6903669927
0.3897191048 0.3616416701 0.3938599869
0.9059778139 0.3591545244 0.5471597965
0.8405503880 0.6490617070 0.1395023698
0.8202287527 0.8975059021 0.8693007817
0.4501477215 0.8169803616 0.7747693096
0.4380554418 0.0934750292 0.6371196402
0.1806850038 0.7253906777 0.6572068135
0.9883517976 0.5964762106 0.6138684783
0.0916020297 0.3973677952 0.9614357624
0.8743575015 0.2256630292 0.9343439489
0.9821167116 0.6366020056 0.9061237906
0.4683791516 0.6758712502 0.2219073750
0.0072309339 0.4507233618 0.2265443767
0.1724000446 0.8233747192 0.6088730446
0.2313248760 0.0325450007 0.0610804181
0.5063306832 0.8816756330 0.6142021919
0.7358894056 0.2144729431 0.0133562498
0.0958417085 0.9324367083 0.5835353010
0.8737939672 0.0662027610 0.3994394593
0.1571095107 0.1001936128 0.0701452155
0.5808889692 0.9267340039 0.1644241507
0.2119012542 0.9683293913 0.6530055663
0.1127960324 0.9417031429 0.6823138659
0.5114192039 0.5119656968 0.2279001308
0.9124525242 0.6407208633 0.0349116692
0.5122088891 0.4953620245 0.9154229054
0.9712335066 0.4090696983 0.1152081822
0.6770759150 0.0164479593 0.5148756765
0.6906387669 0.4748025254 0.3793083334
0.8182384734 0.9454533422 0.7020812390
0.6262416175 0.1789533222 0.4378688089
0.6686457579 0.1539423144 0.4612578030
0.5903262577 0.1364210533 0.7519510562
0.0354144172 0.6683351152 0.0285805209
0.8145692846 0.8326186013 0.8236713365
0.4123178790 0.1685565935 0.9502942454
0.3320043597 0.6829145511 0.2194606479
0.4546430751 0.0703881094 0.4392597208
0.4862017120 0.3381639496 0.5040399592
0.7660649355 0.4810340697 0.0891904456
0.6966645883 0.8884048348 0.9763672797
0.4744164359 0.1936596140 0.9540016701
0.0597694232 0.3554153780 0.9815955430
0.2967703816 0.3465313848 0.1021494901
0.2421795180 0.8982756191 0.2443612048
0.7635318381 0.7460618294 0.1019739067
0.5213518400 0.0087120343 0.0326040991
0.8308010050 0.2594424916 0.9115578292
0.5877732779 0.8477403244 0.8782175869
0.7920260085 0.7522559391 0.7286841343
0.8543088004 0.0079965078 0.7476199149
0.6042258467 0.9376780401 0.0315220191
0.6472836652 0.3754254933 0.1075487903
0.7362694104 0.1796837167 0.7851628885
0.7688825839 0.1421632275 0.4412708423
0.5384450843 0.8746797326 0.2982313651
0.5402650813 0.4604775864 0.0347666232
0.7202806107 0.9317238420 0.6131618358
0.6850223898 0.2694923254 0.4752713995
0.6040476069 0.4563873540 0.4159893713
0.0956635058 0.9832357690 0.7969335193
0.7629472908 0.3016263941 0.0790890536
0.9324592664 0.6815007114 0.2537880020
0.4672175229 0.7158387638 0.5438366533
0.5047529789 0.0092593625 0.5389241007
0.7670810254 0.5517415839 0.1085271145
0.5595950594 0.3881813751 0.0230719008
0.0886599922 0.8977743881 0.2240161562
0.8896146424 0.1899112939 0.5804311409
0.3216027868 0.8163749947 0.6350582172
0.5591156292 0.6996439904 0.9971327228
0.6920134598 0.7472602715 0.9892584823
0.5769198718 0.6416690333 0.2051244165
0.5584306880 0.1544913649 0.5906676473
0.3511883051 0.9104096632 0.1853919188
0.2918565170 0.8111279651 0.9406777433
0.8018279917 0.4167375297 0.1260239703
0.9399751572 0.6144130838 0.6938526723
0.2305688387 0.8367799367 0.5784410875
0.9409845585 0.3700234928 0.7828161093
0.2016166044 0.6743120826 0.0328135161
0.6696558369 0.1141409885 0.7264613443
0.5604922503 0.5356153243 0.6300221392
0.8732969199 0.4609352046 0.0986545745
0.3376999169 0.8669792809 0.1639367861
0.3938233971 0.7590696126 0.6889442651
0.8126676686 0.4384109425 0.2364807141
0.1521061098 0.6966316755 0.5825195077
0.7137739356 0.9948079810 0.9474371677
0.3221685895 0.4447724588 0.0967348793
0.4273379622 0.1997223195 0.1867533050
0.0951469869 0.1387744175 0.1617711192
0.0501005973 0.0278643159 0.9648561793
0.0494188207 0.4744250530 0.3249447762
0.1455820272 0.3420122631 0.7419702059
0.3948500894 0.4887903888 0.4809448186
0.1694698051 0.2825506238 0.9495372913
0.6409195529 0.4554362415 0.4817260343
0.0681156787 0.9382073734 0.2517644368
0.6251876857 0.1826016791 0.4452884835
0.1430967873 0.0847717419 0.6502825340
0.3479176780 0.9472888863 0.3314876621
0.5750918230 0.2837260455 0.5586120562
0.3810682261 0.8422353523 0.4917736628
0.2392096696 0.4604253806 0.4302248686
0.8816001052 0.1604375310 0.1863013916
0.0650828261 0.5264010827 0.1756529711
0.2388512266 0.6955374029 0.6672950836
0.0785938491 0.1502287623 0.0733365792
0.3270484257 0.0753242770 0.6854840471
0.4848974214 0.8030634016 0.7879647527
0.6621228555 0.9414668819 0.9633264101
0.2269706743 0.4731407783 0.8392973073
0.4943165173 0.3038058357 0.5172113986
0.2759248219 0.0672810008 0.6593098002
0.1322675250 0.1063984643 0.3525854826
0.7549001350 0.0088377185 0.0776714403
0.5538361242 0.7185218172 0.4589583138
0.3234016020 0.0087185742 0.2874479710
0.5985338827 0.3061417426 0.1435726578
0.6867221028 0.1956209478 0.6592100799
0.6567668564 0.7459331742 0.5477785556
0.8504519311 0.8392973800 0.8673827379
0.3247014576 0.8606384318 0.1024256309
0.7977056975 0.1350807594 0.3095684919
0.9235948427 0.9026911311 0.3905945724
0.1220700183 0.8802687153 0.0925962774
0.6046574858 0.9451522509 0.6953645155
0.6533303248 0.0318617880 0.4617037761
0.9050949089 0.9550152206 0.9053470371
0.1178260450 0.7421156092 0.7987807068
0.8379395537 0.2395413222 0.4312911176
0.6335498652 0.3342729391 0.2603575015
0.6125874281 0.7002044106 0.7330511776
0.0960123328 0.6465499497 0.2608070245
0.8550392132 0.6590728065 0.7559514155
0.2983686949 0.9273011296 0.9618017665
0.8972341717 0.6232049179 0.1547645878
0.5089813712 0.4775741732 0.7143722797
0.2127327010 0.5047791281 0.4373880167
0.9444277085 0.0158350877 0.7204137228
0.2679130694 0.0639705556 0.2835235586
0.2143992484 0.6541980175 0.2421260841
0.9794868416 0.8118294209 0.7421881796
0.3260232690 0.8358943138 0.9017377594
0.8461310674 0.3860532950 0.9504916625
0.7645757936 0.0061063987 0.6976785367
0.1809761119 0.5474596483 0.9080726150
0.5668026558 0.0350770490 0.2071351369
0.8780267102 0.8146603966 0.1942722300
0.8831268197 0.9099655857 0.7721271763
0.0895609489 0.3351768043 0.3161999346
0.5929563618 0.4879925610 0.8804355481
0.7195458258 0.0106361510 0.4310396333
0.5491445600 0.6250145438 0.1085412751
0.8083240775 0.9317779527 0.8870776371
0.2872336620 0.0347070516 0.9257666884
0.9736207864 0.4930142012 0.2918396204
0.4421433203 0.0660557248 0.5179358529
0.0601028478 0.4953040368 0.3691211736
0.3116336279 0.5613318995 0.5322779057
0.0216267540 0.7894194775 0.3416671687
0.6301316603 0.6915790086 0.0799534708
0.9845738754 0.5823271905 0.7244745235
0.6142956597 0.5050129187 0.3928851163
0.5792865119 0.4630998871 0.0986980177
0.8284624979 0.5179550113 0.2391091589
0.8140573964 0.5840313085 0.0700934287
0.8434277186 0.1973518228 0.4456333233
0.1320287247 0.8568373728 0.7757038893
0.8214433502 0.5364714137 0.5459446813
0.7681811680 0.2934461559 0.2897529767
0.3630359033 0.4893979470 0.8767684728
0.4137319174 0.5961913738 0.1361454315
0.3472642153 0.7528955077 0.2505079041
0.6218765407 0.0456252901 0.0053815585
0.2416626956 0.2545475281 0.1720026826
0.5110251272 0.1983049671 0.1301375228
0.5085873416 0.1773821291 0.7539840598
0.3468729547 0.2761951558 0.1543067568
0.7248844718 0.4001751126 0.4836183694
0.2417683444 0.8590983008 0.2156947612
0.0081231986 0.2787602817 0.8251993548
0.9813863258 0.5897403741 0.8343069078
0.1455885347 0.3915409104 0.0955628039
0.8429648949 0.2458572028 0.3999164785
0.4776431858 0.6764985859 0.8639112413
0.3222324899 0.8857154613 0.5655176016
0.0581901318 0.9649365322 0.6973749189
0.7016032133 0.9227979672 0.7138550136
0.8123505754 0.0502118982 0.9738394092
0.2561868072 0.0478168795 0.5701401840
0.7155902672 0.5227080096 0.3650458816
0.5461748820 0.6448682117 0.8945143943
0.5977338424 0.5128738788 0.0358480433
0.6185870100 0.6138319463 0.0933268979
0.9148319931 0.5309693754 0.1622486275
0.8559343912 0.1070561427 0.3240239699
0.4894690042 0.0105822702 0.6683653247
0.4315760102 0.6677335248 0.7903446581
0.2314518659 0.3424550603 0.5765746708
0.1416602930 0.1864849636 0.7493906386
0.5246186211 0.0151620382 0.3037697563
0.3221436184 0.4810372090 0.6704064219
0.6887247479 0.2395424845 0.2199780607
0.0950786416 0.0568452428 0.9540927743
0.3278819593 0.6479377499 0.6157490642
0.0275467000 0.8568501992 0.2210402246
0.7059468119 0.9181085940 0.8101465117
0.7880165887 0.1483797791 0.5156359797
0.4976251447 0.8767371138 0.4102914191
0.5715377439 0.7825820702 0.2159732970
0.1897409025 0.2097557359 0.7967740891
0.6516296166 0.0260755182 0.2152356223
0.2396094891 0.2193610235 0.0821056052
0.3747432490 0.3835020198 0.5864461541
0.5077680578 0.4050034101 0.5519206633
0.7156246411 0.1792293873 0.7131842106
0.3041988850 0.6268150577 0.3383201116
0.3507156602 0.5162223204 0.8327691524
0.2154197471 0.8705439146 0.7084238842
0.5824460339 0.2073135514 0.3370227290
0.9540005325 0.1104280291 0.5294608279
0.7080345483 0.7937302766 0.3577970775
0.1507222786 0.1499181562 0.2643846127
0.6216172486 0.1282026538 0.1822815996
0.2798783009 0.7242861821 0.8973699958
0.9994333291 0.8550187706 0.1580740401
0.7799323303 0.0072092271 0.0229047255
0.5584583550 0.5784216292 0.6741670521
0.0858806148 0.0545248929 0.3679000008
0.9417591188 0.5146515941 0.9531379073
0.8090355022 0.9320361879 0.0161416686
0.8793312380 0.7053368114 0.8084492675
0.0037450121 0.7073511339 0.2646834042
0.8344564413 0.6057583595 0.8213865069
0.9007579707 0.9177372786 0.7210615619
0.0877467741 0.3598334170 0.9384885157
0.1871383511 0.7849752177 0.2292593650
0.9469835072 0.6633087479 0.7198382358
0.8363738780 0.6172348598 0.8089865372
0.6297420590 0.4617936748 0.0373382584
0.7296162803 0.1509101506 0.0411388102
0.6109312583 0.6657841261 0.5074575416
0.0314857289 0.8738215172 0.9569787423
0.9409490109 0.6446046551 0.4657726154
0.4974738009 0.1715330556 0.4935503932
0.0277873590 0.7223770857 0.1525460978
0.2376206693 0.2138956578 0.2884953692
0.8851824042 0.0375665365 0.2408371797
0.7397482098 0.5667774452 0.5753190210
0.3435913390 0.3188581631 0.0988324658
0.3368347632 0.5132744170 0.6783582726
0.3107096696 0.8442903667 0.8452424574
0.7092421620 0.6372472901 0.6827103507
0.7102353090 0.3172848823 0.6269616399
0.3402456845 0.6767523767 0.9560224931
0.9126002467 0.2095883907 0.6913046386
0.2673531201 0.2708696339 0.3002166187
0.1929418360 0.7412346252 0.6724499710
0.7224428355 0.4658675806 0.9447636788
0.0110893641 0.9984748037 0.6897802558
0.0241478578 0.1083749981 0.7905426629
0.8841688992 0.5482007850 0.7466061612
0.5456181168 0.7367624807 0.7682687672
0.6312661200 0.2887627207 0.0431287993
0.9788676165 0.2691338546 0.7546523935
0.9966880640 0.4580208927 0.0459902244
0.3369184510 0.3238300776 0.6376985693
0.4398596871 0.1967430557 0.3325540236
0.9721874377 0.6557107484 0.0892734972
0.7803889368 0.7540409939 0.1874025299
0.8155498675 0.9937545007 0.5825325931
0.6167801511 0.0717183518 0.5843513919
0.7519991484 0.0093505494 0.2225736495
0.1303140688 0.1459721913 0.8646650896
0.3722567159 0.0256889354 0.3410182910
0.2864620547 0.6464280478 0.2302438809
0.5576915932 0.1609386493 0.3936496966
0.5920330901 0.4018122803 0.3585306834
0.9573216854 0.4008352165 0.2253841420
0.8046832934 0.3363175535 0.5129614991
0.4340311281 0.1814646275 0.9233128320
0.3161222712 0.2353837869 0.9976133875
0.5608622922 0.5068374159 0.5023254422
0.5628140551 0.7246124528 0.1548103982
0.1637024898 0.2718259838 0.6008378263
0.6264862778 0.6644184318 0.2875942436
0.4059853929 0.3316385494 0.9445005965
0.7130639210 0.4338553366 0.2938926939
0.4922029569 0.7868645144 0.5867816659
0.0809001769 0.0766826402 0.9097745429
0.9291341284 0.3744468563 0.1697867437
0.7001805998 0.8254099585 0.1372608468
0.6318372855 0.2206215292 0.0994624591
0.2044384358 0.5628991312 0.0577516519
0.6372035396 0.2031998233 0.5381017027
0.5161668108 0.7657587894 0.2749830445
0.0083858371 0.6081223591 0.9606310526
0.8152893282 0.2757215514 0.6498469819
0.0995381400 0.4985978256 0.5542433403
0.2399942432 0.2910610337 0.4107086288
0.2237158160 0.6697223295 0.0406123447
0.5378550933 0.7127487624 0.9398841024
0.1686917920 0.2793609632 0.1636243714
0.3118863037 0.6767799380 0.3048258190
0.1794147476 0.6797822226 0.4212500358
0.7103087857 0.4057103998 0.0697583383
0.0064149671 0.2806928331 0.4534784258
0.8796322361 0.9148638830 0.2878217248
0.3835533272 0.5904377600 0.4555840783
0.6854455015 0.3609412481 0.0398959485
0.8496224185 0.5297108688 0.0304825730
0.8698333653 0.2227628528 0.7872987114
0.2294053603 0.3386614284 0.3807708834
0.9080188332 0.5723482527 0.5935923421
0.0065498282 0.1170014292 0.6716135572
0.6857408107 0.5133441958 0.2769279765
0.5995564232 0.5957863675 0.2874325350
0.8397099672 0.4230537051 0.3999494516
0.1350111475 0.0291091545 0.9831345522
0.2691565598 0.4446828712 0.5153203363
0.4347667389 0.9432427447 0.0143293603
0.7665949758 0.3838363906 0.8390011121
0.3228460292 0.3306847752 0.6754053731
0.2563014654 0.4123930849 0.6942844910
0.3171991870 0.3562184507 0.7595527887
0.9149225760 0.6565809742 0.6993057584
0.1779336396 0.0924473974 0.7672947822
0.8359671460 0.7743455325 0.4681907695
0.2526514198 0.0498208811 0.3706273668
0.8813098046 0.2076505353 0.9946659143
0.7325679819 0.6164476922 0.0092848698
0.1507596394 0.4720525701 0.1129753456
0.8228232890 0.3714597029 0.9000802583
0.8139887876 0.3927543952 0.2181100667
0.6909363624 0.9158838890 0.7764127064
0.5075946140 0.5645867349 0.5099991036
0.5154425763 0.1606446348 0.4681487376
0.3590529268 0.2052907401 0.3577770456
0.5394076737 0.2780434411 0.7453390636
0.8892140623 0.3931369831 0.0541713039
0.3430579225 0.9762937916 0.8051764917
0.3314474101 0.8062705782 0.1953503498
0.0834884628 0.2001683418 0.9630318797
0.0068142054 0.4195464712 0.6971120136
0.4071091310 0.6294034084 0.1612474137
0.5137191890 0.5877880861 0.8431086568
0.0347620403 0.3923588595 0.7053557983
0.7742844581 0.1128320329 0.3329360710
0.2790982089 0.4211227203 0.6850216170
0.6955800149 0.4810034422 0.7321219124
0.8373780395 0.8652704233 0.9305111758
0.8022388649 0.5301655945 0.2074216618
0.0173310447 0.0552775602 0.1425020944
0.7762151927 0.6850565234 0.1661006297
0.6036748495 0.9723758216 0.0563548922
0.7887373424 0.3666635311 0.7619651658
0.5829387188 0.1500551451 0.8824054157
0.0095716289 0.7217348906 0.0326415245
0.7496657142 0.5009803154 0.8728420152
0.3034453719 0.9201154142 0.8117481448
0.9045358166 0.4333830161 0.9192989127
0.7069649244 0.4952530279 0.6840417294
0.7206544069 0.2581328776 0.7034314512
0.9618124194 0.6549975478 0.9905803902
0.9824663924 0.7877397615 0.0867498955
0.1253073512 0.1079405620 0.8243659362
0.5207492508 0.0830410335 0.7301334644
0.5063952092 0.4691779455 0.9383519743
0.7905813255 0.6441126725 0.5378493045
0.9672809524 0.7846019143 0.0671461040
0.8559362547 0.9124798713 0.6905824469
0.3261088693 0.5613959975 0.6480737242
0.9762735316 0.8231390420 0.2727238277
0.3436222135 0.8702581165 0.1601212257
0.5040056647 0.8208989283 0.8866472688
0.3019113298 0.3762251082 0.6286663515
0.1873784450 0.8707563770 0.4748777016
0.4680222648 0.0682528110 0.7781630125
0.0445210593 0.9329536658 0.8067036972
0.7365548585 0.2525798982 0.5644211831
0.6685413994 0.5832170455 0.2791707313
0.2863530096 0.6889262072 0.3972754151
0.1273149459 0.2042448084 0.6901572628
0.2246282088 0.8310766504 0.3802103416
0.1709164243 0.1933884926 0.4572374025
0.2940909684 0.1560959509 0.2102000506
0.4048753670 0.5844657871 0.3088754093
0.3206981841 0.8204463456 0.5290280188
0.8121987476 0.1618330744 0.0140894807
0.5345445140 0.2108806324 0.0658027249
0.2823835552 0.8181379589 0.1646444395
0.0164179279 0.0647834748 0.9947538040
0.0796024395 0.1209435366 0.4323602768
0.0330149657 0.0255078745 0.0558538633
0.8118749163 0.0870559539 0.6478312338
0.3094628830 0.5998203392 0.1916851909
0.6816741776 0.7338996230 0.4077824793
0.0088719385 0.5329655373 0.5466234135
0.4601913589 0.1616902851 0.7156605057
0.3837472687 0.7612964380 0.9356887903
0.6571110857 0.5217940122 0.6750868848
0.2957933507 0.6816352397 0.7485152956
0.6201083764 0.6070967429 0.4814059958
0.7704926781 0.7954282888 0.1512939424
0.1773481880 0.1247640830 0.6298862103
0.4796394277 0.8722484085 0.1766232304
0.1743300322 0.2297733854 0.8020237244
0.5563826779 0.3651798038 0.8955614571
0.1732994416 0.2454488140 0.3243174008
0.3508035319 0.8489992308 0.2895780316
0.4379809427 0.8266062894 0.2572716095
0.3248126278 0.3688221530 0.1429958361
0.8375775669 0.5701196808 0.1841531282
0.2229310209 0.2517438407 0.3191758353
0.8353840349 0.7379487656 0.5851026734
0.2704112201 0.5546445748 0.3296998012
0.2643083665 0.3650553657 0.3392891478
0.6584003493 0.2781165591 0.7730852707
0.6559744016 0.2730822361 0.7358044734
0.5057974310 0.2740199788 0.2810795049
0.5184184536 0.9917657346 0.5595590128
0.7201969191 0.9233626501 0.8269817329
0.0768797545 0.2330924607 0.6209883836
0.4449256519 0.8316877044 0.5827710443
0.7478544990 0.1795767003 0.7868033273
0.6321283773 0.2576437856 0.2904201392
0.2856456063 0.5554036443 0.0864665110
0.8001040868 0.6020838034 0.2791829731
0.1168240948 0.3057169661 0.9189258122
0.4052772571 0.1458929980 0.0864557907
0.1684570097 0.6660213180 0.0018552127
0.6163357522 0.4750872849 0.4815492139
0.9500354877 0.6278931208 0.4885999553
0.1405157330 0.4875385870 0.0131343849
0.8394122070 0.5336396136 0.8279219510
0.5456265063 0.8500812860 0.1688783525
0.2479353088 0.5708517524 0.0688938358
0.2758744321 0.6434128962 0.1935351563
0.7409993050 0.4569821893 0.1368263487
0.6143689972 0.8815729649 0.9225110018
0.6839750060 0.1018052780 0.2659952822
0.7945974541 0.7105238914 0.7582865381
0.8813163188 0.7268459340 0.4377260270
0.8288024554 0.7764078279 0.5515561419
0.5000666079 0.9558876406 0.8418392073
0.3158061798 0.2947839450 0.5801789553
0.4789799041 0.0417609552 0.0191070884
0.2162417080 0.4473728101 0.2430534226
0.6982878510 0.7836920332 0.2539030668
0.9910129112 0.0526886486 0.9145488106
0.3823344004 0.9304419605 0.2465221672
0.8339860452 0.6672468171 0.7005567467
0.7495047779 0.4118080413 0.6079864501
0.7163245213 0.8689368532 0.0590071052
0.3163123179 0.8895647142 0.2515213130
0.9714447035 0.2692361973 0.7328767073
0.9354432259 0.6976744582 0.4152506340
0.0209641608 0.0542925448 0.5277544007
0.5995773187 0.7504594458 0.9845910806
0.3737887509 0.6464341772 0.1525542608
0.0612459613 0.8101064611 0.0870016288
0.8068115109 0.0639430045 0.9048279919
0.5437721077 0.5277809230 0.2997263427
0.1967292822 0.7305510507 0.4141412833
0.0323910872 0.4938961983 0.4175104071
0.5390064719 0.6091828816 0.1776924216
0.9650365560 0.8433322643 0.2035731349
0.6673743349 0.7322615676 0.5187501626
0.0403098419 0.8251016179 0.3077824324
0.8854201115 0.3581813749 0.1628614086
0.3320101074 0.3816825638 0.4931688113
0.9933244142 0.4156845742 0.1259779461
0.1477556699 0.5465679674 0.8630051993
0.9069217616 0.8546081567 0.7164717885
0.5313128646 0.1570121016 0.6716508934
0.4145854979 0.4008466415 0.2782750918
0.9114022144 0.1629559294 0.4125282069
0.8449981612 0.1686468175 0.4004859240
0.8491187626 0.9570999070 0.9121149267
0.3004395550 0.3886359277 0.9268925242
0.9212016584 0.7471287865 0.0385353285
0.4999321358 0.1508828106 0.1478330181
0.3243880946 0.6460699180 0.6193717045
0.6007091973 0.0897864076 0.0210216114
0.6743826956 0.2310966996 0.6291833658
0.5882852184 0.1701188134 0.4489261965
0.2043237140 0.3385189122 0.0851606269
0.6027523183 0.1317822783 0.8687108975
0.4705424554 0.8652283995 0.3034973223
0.2449613391 0.2493240512 0.1846605206
0.4465349419 0.6535384706 0.8717137560
0.3305445590 0.6912977855 0.4332491738
0.5201397965 0.6103654727 0.6939031210
0.2525699347 0.7634093395 0.8449524756
0.3967194558 0.4976151962 0.4565973421
0.2048783542 0.4820272075 0.6770369608
0.0687845414 0.5093847324 0.6624138868
0.8566777276 0.8975667427 0.0662622792
0.9894775555 0.4820547741 0.1507093662
0.9217751279 0.2849953595 0.5253409424
0.2000215351 0.1879517652 0.1833700995
0.9061219582 0.8766615357 0.0443325729
0.0350896536 0.0369513101 0.8361648463
0.3481546697 0.6071731346 0.5692583221
0.7281221002 0.6159609572 0.9934663366
0.3100785985 0.9722339751 0.8088538506
0.6999404874 0.8948221487 0.7402143451
0.4989196277 0.1683710077 0.6151711544
0.7604469638 0.4173141091 0.2871627023
0.4158505103 0.4838574113 0.0095494658
0.3970972170 0.9163547529 0.2117609695
0.3821884852 0.2016799596 0.3555485215
0.4387351767 0.9584714219 0.6575610759
0.8980602849 0.9296010172 0.6505805425
0.7786445187 0.5834764538 0.4556023552
0.5338394043 0.6942864120 0.1007450389
0.2065319411 0.7799985831 0.1151977898
0.6185699915 0.3003096652 0.0022391562
0.9257028880 0.9065552775 0.3350375718
0.0267592102 0.7628868644 0.5031860524
0.2771090663 0.9195264909 0.5458827764
0.1781417359 0.6659654274 0.7173550091
0.8277209576 0.3421364045 0.5989424717
0.2622943112 0.4813630515 0.6795926081
0.4531242137 0.3905869852 0.3539156402
0.4971060390 0.7586334887 0.6108858609
0.5186364730 0.4786748873 0.8350185255
0.9361420161 0.4602943653 0.0460739684
0.4335557662 0.0546877842 0.0609299143
0.9712010492 0.2745776958 0.8754450387
0.6464338723 0.1414624222 0.7318712378
0.3953972953 0.5939102038 0.7196556330
0.6965755808 0.4122625535 0.7109501250
0.3660387204 0.9606685237 0.4050843476
0.1226134120 0.4175313576 0.7875231064
0.2487524598 0.7504597982 0.0446394401
0.3603838146 0.0851271081 0.3509746829
